DATE,M2,Open,High,Low,Close,Adj_Close,Volume_in_mln
2002-06-10,5547.4,1027.53,1038.18,1025.45,1030.74,1030.74,1226.2
2002-06-17,5561.2,1007.27,1036.17,1007.27,1036.17,1036.17,1236.6
2002-06-24,5508.7,989.14,1002.11,970.85,992.72,992.72,1552.6
2002-07-01,5539.7,989.82,994.46,967.43,968.65,968.65,1425.5
2002-07-08,5589.5,989.03,993.56,972.91,976.98,976.98,1184.4
2002-07-15,5586.3,921.39,921.39,876.46,917.93,917.93,2574.8
2002-07-22,5566.2,847.76,854.13,813.26,819.85,819.85,2248.06
2002-07-29,5565.8,852.84,898.96,852.84,898.96,898.96,1778.65
2002-08-05,5631.4,864.24,864.24,833.44,834.6,834.6,1425.5
2002-08-12,5628.3,908.64,908.64,892.38,903.8,903.8,1036.5
2002-08-19,5626.0,928.77,951.17,927.21,950.7,950.7,1299.8
2002-08-26,5595.6,940.86,950.8,930.42,947.95,947.95,1016.9
2002-09-02,5627.7,916.07,916.07,877.51,878.02,878.02,1289.8
2002-09-09,5676.0,893.92,907.34,882.92,902.96,902.96,1130.6
2002-09-16,5676.2,889.81,891.84,878.91,891.1,891.1,1001.4
2002-09-23,5614.4,845.39,845.39,825.76,833.7,833.7,1381.1
2002-09-30,5618.0,827.37,827.37,800.2,815.28,815.28,1721.87
2002-10-07,5683.3,800.58,808.21,782.96,785.28,785.28,1576.5
2002-10-14,5695.8,835.32,844.39,828.37,841.44,841.44,1200.3
2002-10-21,5690.6,884.39,900.69,873.06,899.72,899.72,1447.0
2002-10-28,5667.9,897.65,907.44,886.15,890.23,890.23,1382.6
2002-11-04,5737.0,900.96,924.58,900.96,908.35,908.35,1645.9
2002-11-11,5750.7,894.74,894.74,874.63,876.19,876.19,1113.0
2002-11-18,5772.7,909.83,915.91,899.48,900.36,900.36,1282.6
2002-11-25,5728.6,930.55,937.15,923.31,932.87,932.87,1574.0
2002-12-02,5786.3,936.31,954.28,927.72,934.53,934.53,1612.0
2002-12-09,5797.7,912.23,912.23,891.97,892.0,892.0,1320.8
2002-12-16,5817.1,889.48,910.42,889.48,910.4,910.4,1271.6
2002-12-23,5801.1,895.74,902.43,892.26,897.38,897.38,1112.1
2002-12-30,5796.5,875.4,882.1,870.23,879.39,879.39,1057.8
2003-01-06,5838.3,908.59,931.77,908.59,929.01,929.01,1435.9
2003-01-13,5815.8,927.57,935.05,922.05,926.26,926.26,1396.3
2003-01-20,5800.3,901.78,906.0,887.62,887.62,887.62,1335.2
2003-01-27,5748.4,861.4,863.95,844.25,847.48,847.48,1435.9
2003-02-03,5775.9,855.7,864.64,855.7,860.32,860.32,1258.5
2003-02-10,5819.3,829.69,837.16,823.53,835.97,835.97,1238.2
2003-02-17,5849.7,834.89,852.87,834.89,851.17,851.17,1250.8
2003-02-24,5800.0,848.17,848.17,832.16,832.58,832.58,1229.2
2003-03-03,5845.4,841.15,852.34,832.74,834.81,834.81,1208.9
2003-03-10,5885.1,828.89,828.89,806.57,807.48,807.48,1255.0
2003-03-17,5902.0,833.27,862.79,827.17,862.79,862.79,1700.42
2003-03-24,5856.4,895.79,895.79,862.02,864.23,864.23,1293.0
2003-03-31,5884.0,863.5,863.5,843.68,848.18,848.18,1495.5
2003-04-07,5956.0,878.85,904.89,878.85,879.93,879.93,1494.0
2003-04-14,5965.2,868.3,885.26,868.3,885.23,885.23,1131.0
2003-04-21,5948.9,893.58,898.01,888.17,892.01,892.01,1118.7
2003-04-28,5890.3,898.81,918.15,898.81,914.84,914.84,1273.0
2003-05-05,5952.1,930.08,933.88,924.55,926.55,926.55,1446.3
2003-05-12,5945.5,933.41,946.84,929.3,945.11,945.11,1378.8
2003-05-19,5936.3,944.3,944.3,920.23,920.77,920.77,1375.7
2003-05-26,5909.6,933.22,952.76,927.33,951.48,951.48,1532.0
2003-06-02,5957.4,963.59,979.11,963.59,967.0,967.0,1662.5
2003-06-09,5995.5,987.76,987.76,972.59,975.93,975.93,1307.0
2003-06-16,6022.9,988.61,1010.86,988.61,1010.74,1010.74,1345.9
2003-06-23,5966.4,995.69,995.69,977.4,981.64,981.64,1398.1
2003-06-30,5983.9,976.22,983.61,973.6,974.5,974.5,1587.2
2003-07-07,6075.6,985.7,1005.56,985.7,1004.42,1004.42,1429.1
2003-07-14,6046.0,998.14,1015.41,998.14,1003.86,1003.86,1448.9
2003-07-21,6019.3,993.32,993.32,975.63,978.8,978.8,1254.2
2003-07-28,5997.9,998.68,1000.68,993.59,996.52,996.52,1328.6
2003-08-04,6094.5,980.15,985.75,966.79,982.82,982.82,1318.7
2003-08-11,6098.1,977.59,985.46,974.21,980.59,980.59,1022.2
2003-08-18,6133.0,990.67,1000.35,990.67,999.74,999.74,1127.6
2003-08-25,6040.9,993.06,993.71,987.91,993.71,993.71,971.7
2003-09-01,6072.4,1008.01,1022.59,1005.73,1021.99,1021.99,1470.5
2003-09-08,6113.0,1021.39,1032.41,1021.39,1031.64,1031.64,1299.3
2003-09-15,6104.4,1018.63,1019.79,1013.59,1014.81,1014.81,1151.3
2003-09-22,6033.5,1036.3,1036.3,1018.3,1022.82,1022.82,1278.8
2003-09-29,6001.5,996.85,1006.89,995.31,1006.58,1006.58,1366.5
2003-10-06,6066.0,1029.85,1036.48,1029.15,1034.35,1034.35,1025.8
2003-10-13,6066.8,1038.06,1048.9,1038.06,1045.35,1045.35,1040.5
2003-10-20,6060.1,1039.32,1044.69,1036.13,1044.68,1044.68,1172.6
2003-10-27,6013.1,1028.91,1037.75,1028.91,1031.13,1031.13,1371.8
2003-11-03,6048.3,1050.71,1061.44,1050.71,1059.02,1059.02,1378.2
2003-11-10,6081.2,1053.21,1053.65,1045.58,1047.11,1047.11,1243.6
2003-11-17,6100.7,1050.35,1050.35,1035.28,1043.63,1043.63,1374.3
2003-11-24,6045.1,1035.28,1052.08,1035.28,1052.08,1052.08,1302.8
2003-12-01,6086.3,1058.2,1070.47,1058.2,1070.12,1070.12,1375.0
2003-12-08,6101.9,1061.5,1069.59,1060.93,1069.3,1069.3,1218.9
2003-12-15,6107.7,1074.14,1082.79,1068.0,1068.04,1068.04,1520.8
2003-12-22,6098.3,1088.66,1092.94,1086.14,1092.94,1092.94,1251.7
2003-12-29,6085.3,1095.89,1109.48,1095.89,1109.48,1109.48,1058.8
2004-01-05,6118.4,1108.48,1122.22,1108.48,1122.22,1122.22,1578.2
2004-01-12,6082.1,1121.86,1127.85,1120.9,1127.23,1127.23,1510.2
2004-01-19,6062.0,1139.83,1142.93,1135.4,1138.77,1138.77,1698.2
2004-01-26,6008.7,1141.55,1155.38,1141.0,1155.37,1155.37,1480.6
2004-02-02,6037.0,1131.13,1142.45,1127.87,1135.26,1135.26,1599.2
2004-02-09,6074.4,1142.76,1144.46,1139.21,1139.81,1139.81,1303.5
2004-02-16,6102.7,1145.81,1158.98,1145.81,1156.99,1156.99,1396.5
2004-02-23,6081.5,1144.11,1146.69,1136.98,1140.99,1140.99,1380.4
2004-03-01,6112.5,1144.94,1157.45,1144.94,1155.97,1155.97,1497.1
2004-03-08,6155.3,1156.86,1159.94,1146.97,1147.2,1147.2,1254.4
2004-03-15,6173.9,1120.57,1120.57,1103.36,1104.49,1104.49,1600.6
2004-03-22,6169.5,1109.78,1109.78,1089.54,1095.4,1095.4,1452.3
2004-03-29,6167.0,1108.06,1124.37,1108.06,1122.47,1122.47,1405.5
2004-04-05,6247.4,1141.81,1150.57,1141.64,1150.57,1150.57,1413.7
2004-04-12,6265.5,1139.32,1147.29,1139.32,1145.2,1145.2,1102.4
2004-04-19,6255.3,1134.56,1136.18,1129.84,1135.82,1135.82,1194.9
2004-04-26,6191.4,1140.6,1145.08,1132.91,1135.53,1135.53,1290.6
2004-05-03,6219.2,1107.3,1118.72,1107.3,1117.49,1117.49,1571.6
2004-05-10,6251.1,1098.7,1098.7,1079.63,1087.12,1087.12,1918.4
2004-05-17,6279.6,1095.7,1095.7,1079.36,1084.1,1084.1,1430.1
2004-05-24,6222.2,1093.56,1101.28,1091.77,1095.41,1095.41,1227.5
2004-05-31,6242.2,1120.68,1122.7,1113.32,1121.2,1121.2,1238.0
2004-06-07,6295.8,1122.5,1140.54,1122.5,1140.42,1140.42,1211.8
2004-06-14,6302.8,1136.47,1136.47,1122.16,1125.29,1125.29,1179.4
2004-06-21,6265.8,1135.02,1138.05,1129.64,1130.3,1130.3,1123.9
2004-06-28,6230.3,1134.43,1142.6,1131.72,1133.35,1133.35,1354.6
2004-07-05,6302.8,1125.38,1125.38,1113.21,1116.21,1116.21,1283.3
2004-07-12,6302.9,1112.81,1116.11,1106.71,1114.35,1114.35,1114.6
2004-07-19,6276.1,1101.39,1105.52,1096.55,1100.9,1100.9,1319.9
2004-07-26,6240.6,1086.2,1089.82,1078.78,1084.07,1084.07,1413.4
2004-08-02,6277.5,1101.72,1108.6,1097.34,1106.62,1106.62,1276.0
2004-08-09,6313.5,1063.97,1069.46,1063.97,1065.22,1065.22,1086.0
2004-08-16,6326.7,1064.8,1080.66,1064.8,1079.34,1079.34,1206.2
2004-08-23,6288.4,1098.35,1101.4,1094.73,1095.68,1095.68,1021.9
2004-08-30,6268.5,1107.77,1107.77,1099.15,1099.15,1099.15,843.1
2004-09-06,6350.3,1113.63,1124.08,1113.63,1121.3,1121.3,1214.4
2004-09-13,6360.8,1123.92,1129.78,1123.35,1125.82,1125.82,1299.8
2004-09-20,6344.2,1128.55,1128.55,1120.34,1122.2,1122.2,1197.6
2004-09-27,6293.3,1110.11,1110.11,1103.24,1103.52,1103.52,1263.5
2004-10-04,6346.9,1131.5,1140.13,1131.5,1135.17,1135.17,1534.0
2004-10-11,6359.1,1122.14,1126.2,1122.14,1124.39,1124.39,943.8
2004-10-18,6373.7,1108.2,1114.46,1103.33,1114.02,1114.02,1373.3
2004-10-25,6326.2,1095.74,1096.81,1090.29,1094.8,1094.8,1380.5
2004-11-01,6356.4,1130.2,1133.41,1127.6,1130.51,1130.51,1395.9
2004-11-08,6402.8,1166.17,1166.77,1162.32,1164.89,1164.89,1358.7
2004-11-15,6422.9,1184.17,1184.48,1179.85,1183.81,1183.81,1453.3
2004-11-22,6396.4,1170.34,1178.18,1167.89,1177.24,1177.24,1392.7
2004-11-29,6397.6,1182.65,1186.94,1172.37,1178.57,1178.57,1378.5
2004-12-06,6438.8,1191.17,1192.41,1185.18,1190.25,1190.25,1354.4
2004-12-13,6444.4,1188.0,1198.74,1188.0,1198.68,1198.68,1436.1
2004-12-20,6458.9,1194.2,1203.43,1193.36,1194.65,1194.65,1422.8
2004-12-27,6451.7,1210.13,1214.13,1204.92,1204.92,1204.92,922.0
2005-01-03,6443.1,1211.92,1217.8,1200.32,1202.08,1202.08,1510.8
2005-01-10,6438.5,1186.19,1194.78,1184.8,1190.25,1190.25,1490.4
2005-01-17,6437.3,1184.52,1195.98,1180.1,1195.98,1195.98,1596.8
2005-01-24,6372.3,1167.87,1173.03,1163.75,1163.75,1163.75,1494.6
2005-01-31,6344.8,1171.36,1182.07,1171.36,1181.27,1181.27,1679.8
2005-02-07,6408.5,1203.03,1204.15,1199.27,1201.72,1201.72,1347.27
2005-02-14,6403.0,1205.3,1206.93,1203.59,1206.14,1206.14,1290.18
2005-02-21,6404.2,1201.59,1202.48,1184.16,1184.16,1184.16,1744.94
2005-02-28,6407.0,1211.37,1211.37,1198.13,1203.6,1203.6,1795.48
2005-03-07,6460.4,1222.12,1229.11,1222.12,1225.31,1225.31,1488.83
2005-03-14,6467.5,1200.08,1206.83,1199.51,1206.83,1206.83,1437.43
2005-03-21,6464.7,1189.65,1189.65,1178.82,1183.78,1183.78,1819.44
2005-03-28,6463.3,1171.42,1179.91,1171.42,1174.28,1174.28,1746.22
2005-04-04,6522.0,1172.79,1178.61,1167.72,1176.12,1176.12,2079.77
2005-04-11,6538.1,1181.2,1184.07,1178.69,1181.21,1181.21,1525.31
2005-04-18,6552.2,1142.62,1148.92,1139.8,1145.98,1145.98,2180.67
2005-04-25,6461.8,1152.12,1164.05,1152.12,1162.1,1162.1,1795.03
2005-05-02,6442.7,1156.85,1162.87,1154.71,1162.16,1162.16,1980.04
2005-05-09,6472.8,1171.35,1178.87,1169.38,1178.84,1178.84,1857.02
2005-05-16,6476.9,1154.05,1165.75,1153.64,1165.69,1165.69,1856.86
2005-05-23,6439.8,1189.28,1197.44,1188.76,1193.86,1193.86,1681.17
2005-05-30,6438.9,1198.78,1198.78,1191.5,1191.5,1191.5,1840.68
2005-06-06,6522.0,1196.02,1198.78,1192.75,1197.51,1197.51,1547.12
2005-06-13,6526.1,1198.11,1206.03,1194.51,1200.82,1200.82,1661.35
2005-06-20,6525.8,1216.96,1219.1,1210.65,1216.1,1216.1,1714.53
2005-06-27,6481.4,1191.57,1194.33,1188.3,1190.69,1190.69,1738.62
2005-07-04,6541.1,1194.44,1206.34,1192.49,1204.99,1204.99,1805.82
2005-07-11,6542.9,1211.86,1220.03,1211.86,1219.44,1219.44,1846.3
2005-07-18,6534.6,1227.92,1227.92,1221.13,1221.13,1221.13,1582.1
2005-07-25,6497.1,1233.68,1238.36,1228.15,1229.03,1229.03,1717.58
2005-08-01,6528.3,1234.18,1239.1,1233.8,1235.35,1235.35,1716.87
2005-08-08,6572.3,1226.42,1232.28,1222.67,1223.13,1223.13,1804.14
2005-08-15,6571.4,1230.4,1236.24,1226.2,1233.87,1233.87,1562.88
2005-08-22,6551.1,1219.71,1228.96,1216.47,1221.73,1221.73,1621.33
2005-08-29,6520.8,1205.1,1214.28,1201.53,1212.28,1212.28,1599.45
2005-09-05,6601.5,1218.02,1233.61,1218.02,1233.39,1233.39,1932.09
2005-09-12,6609.3,1241.48,1242.6,1239.15,1240.56,1240.56,1938.05
2005-09-19,6601.8,1237.91,1237.91,1227.65,1231.02,1231.02,2076.54
2005-09-26,6544.4,1215.29,1222.56,1211.84,1215.63,1215.63,2022.22
2005-10-03,6592.3,1228.81,1233.34,1225.15,1226.7,1226.7,2097.49
2005-10-10,6620.7,1195.9,1196.52,1186.12,1187.33,1187.33,2195.99
2005-10-17,6648.5,1186.57,1191.21,1184.48,1190.1,1190.1,2054.57
2005-10-24,6594.6,1179.59,1199.39,1179.59,1199.38,1199.38,2197.79
2005-10-31,6587.6,1198.41,1211.43,1198.41,1207.01,1207.01,2567.47
2005-11-07,6655.6,1220.14,1224.18,1217.29,1222.81,1222.81,1987.58
2005-11-14,6664.6,1234.72,1237.2,1231.78,1233.76,1233.76,1899.78
2005-11-21,6662.1,1248.27,1255.89,1246.9,1254.85,1254.85,2117.35
2005-11-28,6642.3,1268.25,1268.44,1257.17,1257.46,1257.46,2016.9
2005-12-05,6691.0,1265.08,1265.08,1258.12,1262.09,1262.09,2325.84
2005-12-12,6696.7,1259.37,1263.86,1255.52,1260.43,1260.43,1876.55
2005-12-19,6712.0,1267.32,1270.51,1259.28,1259.92,1259.92,2208.81
2005-12-26,6710.1,1268.66,1271.83,1256.54,1256.54,1256.54,1540.47
2006-01-02,6731.0,1248.29,1270.22,1245.74,1268.8,1268.8,2554.57
2006-01-09,6749.7,1285.45,1290.78,1284.82,1290.15,1290.15,2301.49
2006-01-16,6740.0,1287.61,1287.61,1278.61,1282.93,1282.93,2179.97
2006-01-23,6689.9,1261.49,1268.19,1261.49,1263.82,1263.82,2256.07
2006-01-30,6639.2,1283.72,1287.94,1283.51,1285.19,1285.19,2282.73
2006-02-06,6705.7,1264.03,1267.04,1261.62,1265.02,1265.02,2132.36
2006-02-13,6709.0,1266.99,1266.99,1258.34,1262.86,1262.86,1850.08
2006-02-20,6733.4,1287.24,1291.92,1281.33,1283.03,1283.03,2104.32
2006-02-27,6735.0,1289.43,1297.57,1289.43,1294.12,1294.12,1975.32
2006-03-06,6802.0,1287.23,1288.23,1275.67,1278.26,1278.26,2280.19
2006-03-13,6793.4,1281.58,1287.37,1281.58,1284.13,1284.13,2070.33
2006-03-20,6802.1,1307.25,1310.0,1303.59,1305.08,1305.08,1976.83
2006-03-27,6780.8,1302.95,1303.74,1299.09,1301.61,1301.61,2029.7
2006-04-03,6840.0,1302.88,1309.19,1296.65,1297.81,1297.81,2494.08
2006-04-10,6881.9,1295.51,1300.74,1293.17,1296.62,1296.62,1898.32
2006-04-17,6920.7,1289.12,1292.45,1280.74,1285.33,1285.33,1794.65
2006-04-24,6837.6,1311.28,1311.28,1303.79,1308.11,1308.11,2117.33
2006-05-01,6783.7,1310.61,1317.21,1303.46,1305.19,1305.19,2437.04
2006-05-08,6797.5,1325.76,1326.7,1322.87,1324.66,1324.66,2151.3
2006-05-15,6814.6,1291.19,1294.81,1284.51,1294.5,1294.5,2505.66
2006-05-22,6793.4,1267.03,1268.77,1252.98,1262.07,1262.07,2773.01
2006-05-29,6779.9,1280.04,1280.04,1259.87,1259.87,1259.87,2176.19
2006-06-05,6856.5,1288.16,1288.16,1264.66,1265.29,1265.29,2313.47
2006-06-12,6861.9,1252.27,1255.22,1236.43,1237.44,1237.44,2247.01
2006-06-19,6866.0,1251.54,1255.93,1237.17,1240.13,1240.13,2517.2
2006-06-26,6822.7,1244.5,1250.92,1243.68,1250.56,1250.56,1878.58
2006-07-03,6872.6,1270.06,1280.38,1270.06,1280.19,1280.19,1114.47
2006-07-10,6907.6,1265.46,1274.06,1264.46,1267.34,1267.34,1854.59
2006-07-17,6890.9,1236.2,1240.07,1231.49,1234.49,1234.49,2146.41
2006-07-24,6843.0,1240.25,1262.5,1240.25,1260.91,1260.91,2312.72
2006-07-31,6832.8,1278.53,1278.66,1274.31,1276.66,1276.66,2461.3
2006-08-07,6904.1,1279.31,1279.31,1273.0,1275.77,1275.77,2045.66
2006-08-14,6898.4,1266.67,1278.9,1266.67,1268.21,1268.21,2118.02
2006-08-21,6900.9,1302.3,1302.3,1295.51,1297.52,1297.52,1759.24
2006-08-28,6868.4,1295.09,1305.02,1293.97,1301.78,1301.78,1834.92
2006-09-04,6931.5,1310.94,1314.67,1308.82,1313.25,1313.25,2114.48
2006-09-11,6941.9,1298.86,1302.36,1290.93,1299.54,1299.54,2506.43
2006-09-18,6932.8,1319.85,1324.87,1318.16,1321.18,1321.18,2325.08
2006-09-25,6874.3,1314.78,1329.35,1311.58,1326.37,1326.37,2710.24
2006-10-02,6916.0,1335.82,1338.54,1330.28,1331.32,1331.32,2154.48
2006-10-09,6972.6,1349.58,1352.69,1346.55,1350.66,1350.66,1935.17
2006-10-16,6991.8,1365.61,1370.2,1364.48,1369.06,1369.06,2305.92
2006-10-23,6949.1,1368.58,1377.4,1363.94,1377.02,1377.02,2480.43
2006-10-30,6932.6,1377.3,1381.22,1373.46,1377.93,1377.93,2770.44
2006-11-06,7014.2,1364.27,1381.4,1364.27,1379.78,1379.78,2533.55
2006-11-13,7019.3,1380.58,1387.61,1378.8,1384.42,1384.42,2386.34
2006-11-20,7030.9,1401.17,1404.37,1397.85,1400.5,1400.5,2546.71
2006-11-27,7032.9,1400.95,1400.95,1381.44,1381.96,1381.96,2711.21
2006-12-04,7065.8,1396.67,1411.23,1396.67,1409.12,1409.12,2766.32
2006-12-11,7074.8,1409.81,1415.6,1408.56,1413.04,1413.04,2289.9
