DATE,Adj_Close,M2,M2_adj,CPI,CPI_adj,unemployment,GDP,bank_borrow,asset_mean,Days_From_2000
2003-02-01,841.15,5820.8,5840.7,0.770500825536602,183.6,5.9,11174.129,20.8,722551.75,1127.0
2003-01-01,855.7,5793.5,5804.6,0.442233278054161,182.6,5.8,11174.129,-24.7,725962.8,1096.0
2002-12-01,879.82,5804.0,5772.0,-0.220628792057364,181.8,6.0,11061.433,21.4,591871.2543648686,1065.0
2002-11-01,936.31,5757.5,5750.6,0.0,181.5,5.9,11061.433,31.9,584577.3448313242,1035.0
2002-10-01,885.76,5685.3,5700.4,0.165745856353599,181.2,5.7,11061.433,22.9,577480.8263057219,1004.0
2002-09-01,815.28,5646.5,5656.0,0.16602102933039,180.8,5.7,10984.04,19.7,570581.6987880599,974.0
2002-08-01,916.07,5621.7,5631.6,0.333148250971684,180.5,5.7,10984.04,50.9,563879.9622783381,943.0
2002-07-01,911.62,5578.7,5589.1,0.111172873818774,180.0,5.8,10984.04,6.6,557375.6167765576,912.0
2002-06-01,989.82,5537.8,5546.5,0.0556173526140231,179.6,5.8,10887.46,-5.5,551068.6622827193,882.0
2002-05-01,1067.14,5499.8,5521.5,0.0,179.5,5.8,10887.46,9.6,544959.0987968203,851.0
2002-04-01,1076.92,5533.4,5495.4,0.559284116331084,179.3,5.9,10887.46,5.1,539046.9263188625,821.0
2002-03-01,1147.39,5519.2,5495.2,0.562429696287966,178.5,5.7,10783.5,-19.9,533332.1448488468,790.0
2002-02-01,1106.73,5470.4,5483.4,0.395256916996071,178.0,5.7,10783.5,-4.6,527814.7543867715,762.0
2002-01-01,1130.2,5451.0,5454.1,0.226372382569328,177.7,5.7,10783.5,-0.5,522494.7549326364,731.0
2001-12-01,1148.08,5465.0,5433.8,-0.394588500563707,177.4,5.7,10660.465,-1.9,517372.14648644254,700.0
2001-11-01,1139.45,5384.7,5380.8,-0.168823860438935,177.5,5.5,10660.465,-8.3,512446.9290481899,670.0
2001-10-01,1059.78,5321.7,5337.1,-0.33651149747618,177.6,5.3,10660.465,-21.6,507719.10261787754,639.0
2001-09-01,1040.94,5336.6,5348.4,0.450704225352114,178.1,5.0,10598.02,37.5,503188.6671955064,609.0
2001-08-01,1133.58,5225.0,5237.2,0.0,177.4,4.9,10598.02,1.0,498855.62278107647,578.0
2001-07-01,1211.23,5189.2,5203.4,-0.280898876404488,177.4,4.6,10598.02,18.2,494719.96937458776,547.0
2001-06-01,1224.38,5160.6,5173.5,0.16882386043895,177.7,4.5,10599.0,-12.5,490781.70697603934,517.0
2001-05-01,1255.82,5111.2,5133.0,0.452232899943458,177.3,4.3,10599.0,-26.4,487040.8355854321,486.0
2001-04-01,1249.46,5174.1,5135.9,0.3972758229285,176.4,4.4,10599.0,15.2,483497.35520276614,456.0
2001-03-01,1160.33,5098.3,5072.0,0.227531285551749,176.1,4.3,10470.231,2.3,480151.2658280404,425.0
2001-02-01,1239.94,5008.0,5014.1,0.39977155910909,176.0,4.2,10470.231,-4.5,477002.56746125594,397.0
2001-01-01,1366.01,4979.0,4975.7,0.632183908045972,175.6,4.2,10470.231,23.8,474051.26010241173,366.0
2000-12-01,1320.28,4953.0,4925.0,-0.0574382538770748,174.6,3.9,10435.744,32.5,471297.3437515097,335.0
2000-11-01,1314.95,4882.0,4880.3,0.0574712643678088,174.2,3.9,10435.744,-7.1,468740.8184085479,305.0
2000-10-01,1429.4,4853.9,4869.2,0.172711571675311,173.9,3.9,10435.744,-7.3,466381.68407352734,274.0
2000-09-01,1436.51,4840.0,4853.2,0.520833333333312,173.6,3.9,10318.165,-0.1,464219.9407464471,244.0
2000-08-01,1517.68,4804.4,4817.5,0.0,172.7,4.1,10318.165,-0.4,462255.58842730895,213.0
2000-07-01,1430.83,4773.9,4789.4,0.23201856148492,172.7,4.0,10318.165,9.3,460488.6271161102,182.0
2000-06-01,1454.6,4757.7,4771.8,0.524781341107882,172.2,4.0,10247.72,-2.8,458919.0568128526,152.0
2000-05-01,1420.6,4732.3,4753.9,0.116754232340923,171.2,4.0,10247.72,16.2,457546.8775175372,121.0
2000-04-01,1452.43,4806.1,4766.1,0.058411214953279,170.9,3.8,10247.72,7.1,456372.0892301621,91.0
2000-03-01,1498.58,4736.0,4710.2,0.824499411071837,171.0,4.0,10002.179,16.5,455394.69195072725,60.0
2000-02-01,1366.42,4674.4,4679.4,0.592417061611377,170.0,4.1,10002.179,1.4,454614.68567923363,31.0
2000-01-01,1394.46,4672.6,4666.2,0.297088532382659,169.3,4.0,10002.179,18.8,454032.07041568216,0.0
